iter	RMSE
245	0.08216152319
246	0.08211153876
247	0.08202504041
248	0.08194089063
249	0.08181586238
250	0.08164247823
251	0.08162413218
252	0.08154434775
253	0.08149914803
254	0.08135392104
255	0.08126352531
256	0.08120563576
257	0.08110301365
258	0.08106110128
259	0.08080469695
260	0.080553116
261	0.08032840791
262	0.08000782491
263	0.07995403267
264	0.07989012764
265	0.0798166429
266	0.07978136064
267	0.07969248372
268	0.07963149556
269	0.07954247224
270	0.07951389702
271	0.07938498444
272	0.07935472379
273	0.07933131652
274	0.07926123388
275	0.07903239924
276	0.07879322287
277	0.07875164794
278	0.07847648085
279	0.0784342681
280	0.0783929433
281	0.07806117699
282	0.07799243606
283	0.07796913512
284	0.07792474148
285	0.07781817576
286	0.07776545947
287	0.07774237675
288	0.07772873294
289	0.07751214697
290	0.07748257197
291	0.07743704998
292	0.07739400905
293	0.0773267788
294	0.0772746132
295	0.07702306658
296	0.07697778464
297	0.07683262628
298	0.076762059
299	0.07648484933
300	0.07634770221
301	0.07613015811
302	0.07610770372
303	0.07604066802
304	0.07585626344
305	0.07559757813
306	0.07557362024
307	0.07531905543
308	0.07529517139
309	0.07518909769
310	0.07502994247
311	0.07500489333
312	0.07477094406
313	0.07450857038
314	0.0743571214
315	0.07432563931
316	0.07430292141
317	0.07407606502
318	0.07405251457
319	0.07398423577
320	0.07396327641
321	0.07379228623
322	0.07373543794
323	0.07358686598
324	0.07353168649
325	0.07334140449
326	0.07314279615
327	0.07295228701
328	0.07289867933
329	0.07266596082
330	0.07264453978
331	0.07245264315
332	0.07229784408
333	0.07213779769
334	0.07204740807
335	0.07188134173
336	0.07183215686
337	0.07180713989
338	0.07176757992
339	0.07174666504
340	0.07172110119
341	0.07150475199
342	0.07138078419
343	0.07132943159
344	0.07128279005
345	0.07124482158
346	0.07107365372
347	0.07103318886
348	0.07091892784
349	0.07087793611
350	0.07081959082
351	0.07077983763
352	0.0707408764
353	0.07062363957
354	0.07034933923
355	0.07031148765
356	0.07010899196
357	0.07007168831
358	0.06992000685
359	0.06964589065
360	0.06962077814
361	0.06959039055
362	0.06957088855
363	0.06955478541
364	0.06953293269
365	0.06949632823
366	0.06930189742
367	0.06921123639
368	0.0690809833
369	0.06895635532
370	0.06888585329
371	0.06876214299
372	0.06868248656
373	0.06861381656
374	0.06855647138
375	0.06845554127
376	0.06840013579
377	0.0681537224
378	0.06805945697
379	0.06795743376
380	0.0679379094
381	0.06781926871
382	0.06768151429
383	0.06765169212
384	0.06753042265
385	0.06743308831
386	0.06741634961
387	0.0671778445
388	0.06702884546
389	0.06698389351
390	0.06673524
391	0.06670335217
392	0.06659807132
393	0.06657909279
394	0.06650229422
395	0.06632023904
396	0.06621050123
397	0.06619372079
398	0.06617581133
399	0.06616034744
400	0.06595857233
401	0.06590833335
402	0.06583624583
403	0.06569041141
404	0.06564171814
405	0.06556697638
406	0.06546516107
407	0.06534348138
408	0.06529736041
409	0.06513725462
410	0.0648792332
411	0.06466978709
412	0.06459627172
413	0.06444946777
414	0.06431345329
415	0.06425468713
416	0.06423497665
417	0.06408558418
418	0.06404126401
419	0.06391408961
420	0.06383289161
421	0.06381670525
422	0.06369633785
423	0.06366145589
424	0.06350651836
425	0.06329928538
426	0.06319359584
427	0.06313388224
428	0.06296034312
429	0.06285247565
430	0.06280508907
431	0.06273336631
432	0.06265544579
433	0.06251298841
434	0.06241824538
435	0.06223314866
436	0.06220813704
437	0.06211854899
438	0.06204325563
439	0.06200694301
440	0.0619730207
441	0.0617921439
442	0.06168592568
443	0.06166997054
444	0.06154238061
445	0.06150144615
446	0.06134111959
447	0.06131877699
448	0.06122885235
449	0.0611538447
450	0.06108506778
451	0.06104834119
452	0.06087343957
453	0.06082895884
454	0.06079421599
455	0.06076445952
456	0.06072655229
457	0.06054482389
458	0.06040702146
459	0.06039356101
460	0.06035776347
461	0.06033954382
462	0.060224029
463	0.06006695287
464	0.06002703568
465	0.05988225593
466	0.05976752556
467	0.05955667726
468	0.05938418126
469	0.059342956
470	0.05922826295
471	0.05911740167
472	0.05888462016
473	0.05886036095
474	0.05884983019
475	0.05882240808
476	0.05871622419
477	0.05867526062
478	0.05854381314
479	0.05842559824
480	0.05831906155
481	0.0581902938
482	0.05814548877
483	0.05812554044
484	0.05799807934
485	0.05789947524
486	0.05787783412
487	0.05784220339
488	0.05782090716
489	0.05769934431
490	0.05765672697
491	0.05758250971
492	0.05753578058
493	0.05743178587
494	0.05741953023
495	0.05733127623
496	0.05729299783
497	0.05722903023
498	0.0570725117
499	0.05703811646
500	0.05700769191
501	0.05695414082
502	0.05691659943
503	0.05690508907
504	0.05680053421
505	0.05670313413
506	0.05658302446
507	0.05642736554
508	0.0563025727
509	0.05613714858
510	0.05612353444
511	0.05609259063
512	0.05604158511
513	0.05594561767
514	0.0559077845
515	0.05576720767
516	0.05573722247
517	0.05570513
518	0.05560514465
519	0.05548834583
520	0.0554761406
521	0.05541097656
522	0.05537412944
523	0.05534174163
524	0.05529123767
525	0.0551951151
526	0.05511123045
527	0.05509952885
528	0.05500095686
529	0.05488366344
530	0.05483998873
531	0.05477967752
532	0.05467454
533	0.05454215641
534	0.05443924354
535	0.05435063331
536	0.05430254115
537	0.0542918958
538	0.05427578488
539	0.05426375853
540	0.05420924471
541	0.05410389535
542	0.0540803927
543	0.05400199719
544	0.05384449207
545	0.05381702713
546	0.05378851795
547	0.05363968087
548	0.05362473296
549	0.05354108172
550	0.05351318961
551	0.05342364177
552	0.05330237455
553	0.05328115413
554	0.0531837835
555	0.05310652009
556	0.0530666828
557	0.05302650094
558	0.05297082645
559	0.05295304776
560	0.05292942605
561	0.0528706801
562	0.05277685488
563	0.0526777888
564	0.05261982847
565	0.05258932862
566	0.05256401495
567	0.05252133166
568	0.05249974592
569	0.05247849195
570	0.05234802402
571	0.05226476404
572	0.05223990578
573	0.0521222789
574	0.05205762459
575	0.05193371103
576	0.05190379642
577	0.05181822031
578	0.05174239695
579	0.051731704
580	0.05169148609
581	0.05165597287
582	0.05164001187
583	0.05158883759
584	0.05154078619
585	0.05143073388
586	0.05130810011
587	0.05122629572
588	0.05117188961
589	0.05108929189
590	0.0509896265
591	0.05094965258
592	0.05092610899
593	0.05089007256
594	0.05086811061
595	0.05085196395
596	0.05080072037
597	0.05075418017
598	0.05065491141
599	0.05055936459
600	0.05054617431
601	0.05048116183
602	0.05040484713
603	0.05034245515
604	0.05023104431
605	0.05021223296
606	0.05019152508
607	0.05014108986
608	0.05012785374
609	0.05005967563
610	0.05001556793
611	0.04998426352
612	0.04983981047
613	0.04982418344
614	0.04980572714
615	0.04969998334
616	0.04964056058
617	0.04953801647
618	0.04942163273
619	0.04937875645
620	0.04936700902
621	0.04935373601
622	0.04934076162
623	0.04925348976
624	0.04923774467
625	0.04916181639
626	0.0491403481
627	0.04911365521
628	0.04909574044
629	0.04899060589
630	0.04892285096
631	0.04886534024
632	0.04884832545
633	0.04880542682
634	0.0487607373
635	0.04865465032
636	0.04862921543
637	0.04857728092
638	0.04856220393
639	0.04849464796
640	0.04843936401
641	0.04838847888
642	0.04836694308
643	0.04824442687
644	0.04821247384
645	0.04815626535
646	0.04812596416
647	0.04803307831
648	0.0480121086
649	0.04792973123
650	0.04786787071
651	0.04779529223
652	0.04772508332
653	0.04767667479
654	0.04761829682
655	0.04751552133
656	0.0474591183
657	0.047389771
658	0.04732985669
659	0.04727001967
660	0.04725409347
661	0.0472265928
662	0.04713070236
663	0.04704498198
664	0.0470065132
665	0.04696187651
666	0.04693084411
667	0.0469023741
668	0.04686050105
669	0.04674555739
670	0.04664156611
671	0.04658136429
672	0.04649222184
673	0.04643455426
674	0.04634970364
675	0.0462916464
676	0.04624450096
677	0.04619831757
678	0.0461579949
679	0.04608206825
680	0.04606847182
681	0.04596509548
682	0.04595841099
683	0.0459508133
684	0.04592508762
685	0.04591748439
686	0.04587491237
687	0.04585296861
688	0.04575675013
689	0.04574911996
690	0.04571214136
691	0.04570418539
692	0.04565880104
693	0.04563051968
694	0.04557324551
695	0.04553229102
696	0.045493323
697	0.0454439202
698	0.045403834
699	0.04537698726
700	0.04531378351
701	0.04517056242
702	0.04515237075
703	0.04510382015
704	0.04504384787
705	0.04497816395
706	0.04496723973
707	0.04492891475
708	0.04490261848
709	0.04484574298
710	0.04478869362
711	0.04474140856
712	0.04467664066
713	0.04461272762
714	0.04453169173
715	0.04452612655
716	0.04447654141
717	0.04436962757
718	0.04434786473
719	0.04431514128
720	0.04422832564
721	0.04422065778
722	0.04416078837
723	0.04415461152
724	0.04414457632
725	0.04408330486
726	0.04401582869
727	0.04396309725
728	0.04391990238
729	0.04388282404
730	0.04385418957
731	0.04382060907
732	0.04378828711
733	0.04374604695
734	0.04373496747
735	0.04371431519
736	0.04367933935
737	0.04365660842
738	0.04358031511
739	0.04351787646
740	0.04346567673
741	0.04341182529
742	0.04337628152
743	0.04328359091
744	0.04322112907
745	0.04319001427
746	0.04317748489
747	0.04310384197
748	0.04304799228
749	0.04301298948
750	0.04291793648
751	0.04290645414
752	0.04287115763
753	0.0427980242
754	0.04278950153
755	0.04273406659
756	0.04267906235
757	0.042657515
758	0.04264780218
759	0.04263785248
760	0.0425693775
761	0.04256401847
762	0.04253007802
763	0.0425112883
764	0.04241653716
765	0.04240974602
766	0.04237029048
767	0.04236143854
768	0.04230842437
769	0.04221864794
770	0.04217099025
771	0.04209241901
772	0.04207325303
773	0.0420575371
774	0.04204857833
775	0.04201777966
776	0.04200607476
777	0.04200073813
778	0.04194121336
779	0.04190325042
780	0.04186351281
781	0.04184529225
782	0.04178232255
783	0.0416924648
784	0.04159044838
785	0.04156860665
786	0.04150482482
787	0.0414193269
788	0.04141185278
789	0.04135413442
790	0.04125037341
791	0.04121016489
792	0.04120483178
793	0.04116917847
794	0.0411584346
795	0.04106528734
796	0.04103195584
797	0.04098892644
798	0.04095100607
799	0.04093247905
800	0.04087078259
801	0.04080489457
802	0.04079435889
803	0.04078755853
804	0.04074270917
805	0.04073347398
806	0.0407268056
807	0.04069567683
808	0.04066184277
809	0.04060875808
810	0.04053546114
811	0.04050297343
812	0.04044717637
813	0.04041823931
814	0.04034390325
815	0.04032915779
816	0.04031158236
817	0.04025697882
818	0.04024744513
819	0.04020951832
820	0.04015900747
821	0.04014915163
822	0.04014507345
823	0.04011351307
824	0.04003682315
825	0.03999498771
826	0.0398939073
827	0.03981973389
828	0.03980853595
829	0.03980110741
830	0.03974105549
831	0.03970954487
832	0.03963493836
833	0.03960094466
834	0.03959578534
835	0.03959079316
836	0.03958167455
837	0.03952218571
838	0.03950457518
839	0.03944446223
840	0.03941344335
841	0.03937041268
842	0.03932915177
843	0.03928107173
844	0.03925989805
845	0.03925526341
846	0.03916862095
847	0.03915095449
848	0.03909435936
849	0.03908163281
850	0.03907709037
851	0.03897619331
852	0.03892551368
853	0.03884641092
854	0.03872186291
855	0.03864883974
856	0.03860522621
857	0.03853678002
858	0.03851174305
859	0.0385030908
860	0.03845124075
861	0.03841271967
862	0.03839652515
863	0.03835586862
864	0.03825889649
865	0.03818783688
866	0.03816760946
867	0.0381630612
868	0.03814581147
869	0.03814057744
870	0.03810544589
871	0.03805238813
872	0.03801981716
873	0.03799473165
874	0.03794409392
875	0.03791398963
876	0.03787468738
877	0.03785961479
878	0.03781553097
879	0.03780873582
880	0.03780377728
881	0.03775432276
882	0.03771527712
883	0.03764022726
884	0.0375997223
885	0.03757322066
886	0.03754266243
887	0.03750293481
888	0.03745329688
889	0.03739766966
890	0.03734026759
891	0.03731272453
892	0.0372666019
893	0.03717921615
894	0.03717392617
895	0.03714201847
896	0.03705975548
897	0.03701460278
898	0.03697755062
899	0.03691683373
900	0.03688719132
901	0.03688275131
902	0.03685434489
903	0.03684430853
904	0.03681066263
905	0.03678360463
906	0.03673545543
907	0.03667708683
908	0.03664898941
909	0.0366026623
910	0.03656864763
911	0.03653895502
912	0.03652483773
913	0.03646461821
914	0.03641840385
915	0.03635337001
916	0.03629000507
917	0.03624410951
918	0.0362140644
919	0.03618999879
920	0.03616389966
921	0.03612520544
922	0.03608507462
923	0.03606329931
924	0.03598846158
925	0.03589862138
926	0.03587526651
927	0.03582837236
928	0.03576946576
929	0.0357292029
930	0.03570585654
931	0.03565109804
932	0.03563339225
933	0.03557676253
934	0.03551889966
935	0.03549154031
936	0.03544023596
937	0.03543452627
938	0.0353861331
939	0.03536997635
940	0.03533223392
941	0.03528425124
942	0.03523530306
943	0.03517180615
944	0.03513080011
945	0.03509747619
946	0.03506252569
947	0.0350186207
948	0.03496492987
949	0.03493689621
950	0.03493158442
951	0.03484446267
952	0.03483313388
953	0.03482096566
954	0.03478167421
955	0.0347539862
956	0.0347370437
957	0.03468127352
958	0.03466952491
959	0.03465967317
960	0.03462383015
961	0.03456930034
962	0.03452524245
963	0.03450349594
964	0.03446074392
965	0.03440321636
966	0.0343967797
967	0.03431810859
968	0.03429330709
969	0.03428341055
970	0.03422337235
971	0.03421228575
972	0.03416672463
973	0.03415595971
974	0.03413631154
975	0.03409624113
976	0.03408436641
977	0.03406500383
978	0.03401794787
979	0.03398626469
980	0.03393272193
981	0.03391818297
982	0.03387502942
983	0.03384100273
984	0.03380175463
985	0.03377632604
986	0.03375488759
987	0.03372311586
988	0.0336835608
989	0.03365929539
990	0.03365195238
991	0.03362298328
992	0.0336001583
993	0.03359490473
994	0.03353989862
995	0.03348456468
996	0.03345837762
997	0.03341630351
998	0.03334203263
999	0.03333049918
